Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2009-05-31,Michigan,112400,78,193200,108300,108300,106700,188500,62500,210700,81700,124900,73000
2009-05-31,Minnesota,185700,143,302200,181000,181000,185200,237200,114300,307700,152800,154400,121700
2009-05-31,Mississippi,130000,77,199000,124000,124000,124000,209300,71500,242100,NA,NA,NA
2009-05-31,Missouri,142900,102,238800,143200,143200,143300,238700,87400,303400,100600,140500,89000
2009-05-31,Montana,212800,161,321100,206600,206600,208600,237800,145300,282800,168300,188800,157700
2009-05-31,Nebraska,124900,88,198900,120900,120900,120900,189500,71200,166700,89200,121300,72400
2009-05-31,Nevada,169600,107,304500,180400,180400,194000,224200,115700,310100,125800,116400,NA
2009-05-31,NewHampshire,228400,134,332200,214000,214000,226800,297500,142000,348500,172100,170400,122800
2009-05-31,NewJersey,290400,187,521400,312200,312200,315800,403700,194700,538800,239300,254700,216400
2009-05-31,NewMexico,172400,111,352900,196300,196300,196400,251500,137400,350000,148600,NA,NA
2009-05-31,NewYork,143500,142,544800,276700,276700,257200,231000,102700,348800,126300,428000,159500
2009-05-31,NorthCarolina,143900,94,285300,147700,147700,148600,251100,83900,320900,102500,134600,111800
2009-05-31,NorthDakota,NA,120,202900,147100,147100,150000,169700,92800,NA,146800,124600,NA
2009-05-31,Ohio,113400,79,201400,114900,114900,115400,181800,66600,208000,80300,108200,65600
2009-05-31,Oklahoma,95300,62,163000,88500,88500,89100,167600,46800,204100,49700,63700,43300
2009-05-31,Oregon,225000,152,379900,233100,233100,234100,305300,157500,359900,190600,206300,176800
2009-05-31,Pennsylvania,150700,108,279400,153400,153400,159700,269200,75900,277600,119400,115800,112100
2009-05-31,RhodeIsland,232600,166,393700,232100,232100,236400,332400,163300,438700,195800,195700,163200
2009-05-31,SouthCarolina,140500,87,263700,134400,134400,132600,229000,72600,NA,105500,154200,109500
2009-05-31,SouthDakota,141900,117,230600,146300,146300,145800,168700,103300,219300,121700,155200,92500
2009-05-31,Tennessee,127900,79,229100,119500,119500,118500,220200,63300,330200,86100,141300,106500
2009-05-31,Texas,119000,76,239900,132100,132100,133100,197500,NA,NA,NA,NA,NA
2009-05-31,Utah,230700,169,414700,246400,246400,252100,273000,170100,344100,184600,216500,NA
2009-05-31,Vermont,229700,146,325400,217900,217900,220100,295800,NA,349200,185300,186500,157400
2009-05-31,Virginia,206500,141,429400,228300,228300,224600,335300,136200,481600,166900,244700,193700
2009-05-31,Washington,260800,164,451800,263500,263500,267400,345700,164000,416000,220000,232600,199100
2009-05-31,WestVirginia,103000,68,160100,89000,89000,88500,139900,60100,163600,NA,117900,NA
2009-05-31,Wisconsin,153300,105,250300,156100,156100,157500,195300,101300,229800,120700,145900,109300
2009-05-31,Wyoming,NA,157,NA,211300,211300,212300,245000,155200,NA,NA,188600,NA
2009-06-30,Alabama,125800,79,241500,133800,133800,133300,233000,72500,339700,77400,147600,98700
2009-06-30,Alaska,257900,176,357300,253700,253700,263100,329600,186600,424700,182200,179100,146600
2009-06-30,Arizona,176700,112,325700,182200,182200,190000,233500,115900,341800,162000,138700,114100
2009-06-30,Arkansas,126300,67,187600,105300,105300,105300,215100,60000,332300,90400,132100,85800
2009-06-30,California,319900,223,659100,342900,342900,348400,422400,179100,576200,278300,315800,228500
2009-06-30,Colorado,207500,133,389100,211900,211900,221200,291700,125900,365000,155400,151100,135600
2009-06-30,Connecticut,251200,166,468000,257800,257800,273100,375900,166000,626300,192000,179800,141300
2009-06-30,Delaware,205500,140,350400,221400,221400,219900,302000,145900,365200,162800,NA,143400
2009-06-30,DistrictofColumbia,334400,325,698100,347900,347900,361200,531800,224300,1072900,364300,343600,305900
2009-06-30,Florida,157900,101,302100,155600,155600,166000,239000,88300,377800,112800,124900,81200
2009-06-30,Georgia,127300,81,265300,139400,139400,139400,216300,82000,327600,100500,137500,121000
2009-06-30,Hawaii,464400,362,757400,459200,459200,547200,598500,251000,721700,350600,319800,273300
2009-06-30,Idaho,162900,107,292900,175800,175800,175800,205700,122700,254800,141600,181400,144500
2009-06-30,Illinois,167300,136,322700,178200,178200,175200,272400,98700,371400,140500,187100,137600
2009-06-30,Indiana,114100,73,195300,111500,111500,111200,166300,61900,197900,71900,119400,61900
2009-06-30,Iowa,125800,93,178400,112400,112400,112400,152000,82200,NA,95800,113100,84500
2009-06-30,Kansas,125500,NA,NA,122000,122000,122000,NA,68200,NA,73200,NA,62600
2009-06-30,Kentucky,124800,85,208600,120400,120400,121000,200400,74500,245200,100500,115900,76700
2009-06-30,Louisiana,124200,81,238000,NA,NA,NA,NA,78600,314800,NA,NA,NA
2009-06-30,Maine,195800,139,336700,187100,187100,187200,244800,118800,322600,170900,185800,146500
2009-06-30,Maryland,243600,172,444500,260200,260200,271700,353500,160300,489000,198900,224900,174700
2009-06-30,Massachusetts,285000,189,499000,292900,292900,304100,405300,185900,556400,229800,234900,197000
2009-06-30,Michigan,110700,76,191500,107000,107000,105600,186100,61500,208800,80000,123200,71900
2009-06-30,Minnesota,183900,142,300100,179800,179800,184000,235300,113600,304900,151200,152400,120600
2009-06-30,Mississippi,132200,78,201500,126100,126100,126200,210900,72700,245400,NA,NA,NA
2009-06-30,Missouri,141700,101,237600,142500,142500,142500,236800,86500,299700,99700,140500,88300
2009-06-30,Montana,215100,163,325200,209600,209600,211500,241100,148500,287400,171300,191400,161500
2009-06-30,Nebraska,124200,88,198500,120400,120400,120300,189100,70700,166300,88600,120600,71300
2009-06-30,Nevada,163900,103,297700,174600,174600,188300,217400,110200,301900,121000,111800,NA
2009-06-30,NewHampshire,226300,133,329100,212000,212000,224900,294800,140400,345600,170300,168900,121600
2009-06-30,NewJersey,288100,186,517200,309400,309400,312900,400900,193100,534600,237400,253500,214600
2009-06-30,NewMexico,172400,111,354700,196200,196200,196200,251800,138600,350700,149300,NA,NA
2009-06-30,NewYork,142500,140,539100,273300,273300,253600,229000,102300,344900,125800,424400,159200
2009-06-30,NorthCarolina,143300,94,283900,147200,147200,148200,249800,83700,319300,102300,133500,111000
2009-06-30,NorthDakota,NA,121,205200,148400,148400,151500,171300,94000,NA,149000,124700,NA
2009-06-30,Ohio,112900,78,200800,114500,114500,114900,181000,66200,207500,79800,107500,65300
2009-06-30,Oklahoma,95500,62,163100,88800,88800,89300,167600,47100,204700,49900,63600,43500
2009-06-30,Oregon,222700,151,375800,231000,231000,231900,302000,156100,356300,189000,204100,175600
2009-06-30,Pennsylvania,150300,107,278000,153000,153000,159300,267700,75700,276600,119000,115500,111700
2009-06-30,RhodeIsland,230900,165,390800,230300,230300,234800,330200,161200,435600,194200,194000,161600
2009-06-30,SouthCarolina,140400,87,263000,134500,134500,132900,228800,72800,NA,105100,152100,107700
2009-06-30,SouthDakota,141200,116,230000,145900,145900,145600,167800,103300,218600,121500,155600,92500
2009-06-30,Tennessee,127300,79,228500,119400,119400,118300,219100,63400,328300,86000,140500,105800
2009-06-30,Texas,118900,76,240500,132500,132500,133400,197700,NA,NA,NA,NA,NA
2009-06-30,Utah,228700,168,412000,244500,244500,250200,270800,168800,341100,183800,215600,NA
2009-06-30,Vermont,230100,147,325400,218900,218900,221200,295700,NA,349500,185300,187000,157700
2009-06-30,Virginia,204600,140,426200,226400,226400,222900,332400,135400,477200,165300,241800,191100
2009-06-30,Washington,257800,162,446600,260700,260700,264600,341400,162800,411100,217600,229800,196800
2009-06-30,WestVirginia,104500,69,161700,90400,90400,89900,141400,60700,166500,NA,119100,NA
2009-06-30,Wisconsin,152500,105,249300,156100,156100,157400,194400,101100,228700,119900,145200,109000
2009-06-30,Wyoming,NA,157,NA,212000,212000,212900,246000,155400,NA,NA,189800,NA
2009-07-31,Alabama,124900,79,239800,133300,133300,132800,232000,72500,338800,77000,146600,98000
2009-07-31,Alaska,256600,175,355700,251900,251900,260600,328800,186000,423900,181900,179200,146600
2009-07-31,Arizona,173000,110,321700,179200,179200,186800,229500,112700,336300,159400,136300,112500
2009-07-31,Arkansas,126200,67,187600,105400,105400,105200,215100,59900,332500,89900,131300,85800
2009-07-31,California,316100,220,656700,339100,339100,344600,418800,174900,572000,274600,313000,225400
2009-07-31,Colorado,206800,133,387900,211200,211200,220600,291100,125500,363900,155000,150600,135600
2009-07-31,Connecticut,250100,165,465200,256600,256600,271600,374300,165000,622700,190600,178900,140500
2009-07-31,Delaware,204600,139,351200,221500,221500,220000,300600,145700,363300,162300,NA,143900
2009-07-31,DistrictofColumbia,332700,324,697100,347100,347100,359600,531000,223100,1065000,364500,342700,306300
2009-07-31,Florida,155400,100,299000,153300,153300,163600,235900,86000,373700,110600,122300,78400
2009-07-31,Georgia,126300,80,263800,138600,138600,138600,214900,81200,325200,99800,136200,119700
2009-07-31,Hawaii,460600,359,752800,455100,455100,544900,596100,248900,718300,348600,317000,272000
2009-07-31,Idaho,161800,106,291400,174900,174900,174600,205000,121500,253100,140600,182200,143900
2009-07-31,Illinois,166200,135,320600,176600,176600,173700,270500,98200,369000,139100,185600,136600
2009-07-31,Indiana,113800,72,195100,111000,111000,110700,166000,61300,197400,71500,119000,61300
2009-07-31,Iowa,126600,94,179900,114300,114300,114500,153200,83000,NA,96600,113300,85000
2009-07-31,Kansas,125300,NA,NA,121900,121900,122000,NA,67100,NA,72200,NA,61900
2009-07-31,Kentucky,125100,84,208800,120800,120800,121300,200100,75400,244900,100400,115800,76700
2009-07-31,Louisiana,123600,81,242000,NA,NA,NA,NA,79300,315300,NA,NA,NA
2009-07-31,Maine,195500,139,334900,186500,186500,186700,244600,119300,322200,170500,184200,147600
2009-07-31,Maryland,241600,171,441600,257600,257600,269300,350700,159100,484700,196800,222300,172800
2009-07-31,Massachusetts,284500,189,499000,292700,292700,303700,405000,185300,555900,229900,235200,196800
2009-07-31,Michigan,109400,75,190200,105800,105800,104600,184700,60300,207500,78600,122100,71200
2009-07-31,Minnesota,182500,141,298400,178600,178600,182900,233800,112800,302600,149800,151100,119300
2009-07-31,Mississippi,133000,79,203600,127100,127100,127100,213100,73100,247300,NA,NA,NA
2009-07-31,Missouri,141300,101,237600,142000,142000,142000,236100,85500,297200,99000,140700,87600
2009-07-31,Montana,217300,166,327200,212500,212500,214100,244900,151700,292000,174600,193700,164500
2009-07-31,Nebraska,124000,88,198100,120200,120200,120100,188700,70400,165900,88000,120300,71000
2009-07-31,Nevada,158400,100,291300,168700,168700,182800,211100,104400,293800,115700,106400,NA
2009-07-31,NewHampshire,224900,132,326900,210700,210700,223800,293000,139400,343200,169200,167800,120100
2009-07-31,NewJersey,286400,184,514000,307100,307100,310700,398900,191700,531400,235800,252200,213300
2009-07-31,NewMexico,171400,111,353500,195700,195700,195600,250500,137900,348800,148100,NA,NA
2009-07-31,NewYork,142100,139,534300,271100,271100,251300,227600,101900,342400,125200,420300,159000
2009-07-31,NorthCarolina,143000,93,282600,146600,146600,147700,248800,83400,318000,102000,132800,110300
2009-07-31,NorthDakota,NA,121,209900,148700,148700,152200,175300,95600,NA,149100,123300,NA
2009-07-31,Ohio,112700,78,200500,114000,114000,114700,180700,65900,206900,79700,106700,65100
2009-07-31,Oklahoma,95500,62,163100,89100,89100,89600,167400,47400,204900,50000,63800,43500
2009-07-31,Oregon,221000,149,372400,229100,229100,230100,299400,154600,353200,187600,202100,174600
2009-07-31,Pennsylvania,149900,107,277000,152600,152600,159000,266700,75700,275500,118500,115700,111300
2009-07-31,RhodeIsland,230100,164,388100,229700,229700,233900,328800,159800,432900,193000,192500,160700
2009-07-31,SouthCarolina,140300,87,261900,134300,134300,132800,228300,72700,NA,104500,149800,105700
2009-07-31,SouthDakota,140800,116,229700,145600,145600,145300,167700,103100,218000,121400,155500,92600
2009-07-31,Tennessee,127000,79,228100,119200,119200,118200,218200,63400,326400,86200,139700,105500
2009-07-31,Texas,118700,76,241100,132900,132900,133600,197900,NA,NA,NA,NA,NA
2009-07-31,Utah,225800,166,405500,241600,241600,247700,267400,167300,336200,182100,212900,NA
2009-07-31,Vermont,230300,147,324600,219100,219100,221300,294400,NA,349700,184900,187100,157100
2009-07-31,Virginia,203100,139,424600,224900,224900,221800,330700,134600,474500,163800,239900,188800
2009-07-31,Washington,255700,161,442700,258500,258500,262200,338100,161600,407200,215400,227600,194700
2009-07-31,WestVirginia,104700,69,162300,90600,90600,90000,141800,60900,167700,NA,120000,NA
2009-07-31,Wisconsin,151900,105,248800,156100,156100,157300,193900,100700,227900,119700,144800,109000
2009-07-31,Wyoming,NA,156,NA,210300,210300,211000,244600,154900,NA,NA,189100,NA
2009-08-31,Alabama,124300,79,236400,132400,132400,132000,231600,72100,338100,76300,145900,97200
2009-08-31,Alaska,257200,176,358600,252100,252100,260800,331500,187600,425600,183300,180100,146700
2009-08-31,Arizona,169800,109,318200,176200,176200,183700,225800,109500,331500,156700,133700,110400
2009-08-31,Arkansas,126000,67,187400,105600,105600,105200,214900,59900,333000,89500,131300,85800
2009-08-31,California,313600,218,656500,336700,336700,342100,416400,171600,569800,271800,311400,223100
2009-08-31,Colorado,206800,133,387000,211100,211100,220700,291100,125500,363400,155000,150600,135600
2009-08-31,Connecticut,249600,165,463800,256000,256000,271000,373800,164500,620700,189900,178200,140200
2009-08-31,Delaware,204000,139,352100,221500,221500,220000,300100,145200,362600,161900,NA,144800
2009-08-31,DistrictofColumbia,331000,324,697200,346300,346300,358500,530300,222200,1056900,365900,341900,306700
2009-08-31,Florida,153600,98,296800,151400,151400,161700,233600,84200,371000,108700,120200,76400
2009-08-31,Georgia,125600,80,262600,137700,137700,137900,214100,80700,324000,99100,135400,118900
2009-08-31,Hawaii,457500,357,749200,451700,451700,543700,595300,247600,716200,347400,315700,272100
2009-08-31,Idaho,161200,106,291900,174200,174200,173900,205200,120600,252100,140000,182200,143300
2009-08-31,Illinois,165500,134,318900,175300,175300,172400,269200,97900,367100,138100,184400,136000
2009-08-31,Indiana,113800,72,195100,110800,110800,110500,165900,60900,197300,71200,118900,61000
2009-08-31,Iowa,127700,94,181300,116000,116000,116200,154500,84200,NA,97300,113100,85400
2009-08-31,Kansas,125000,NA,NA,121800,121800,121800,NA,66100,NA,71500,NA,61000
2009-08-31,Kentucky,125100,85,209000,121200,121200,121400,199900,75700,244200,100200,116000,76700
2009-08-31,Louisiana,123600,82,242800,NA,NA,NA,NA,79600,315400,NA,NA,NA
2009-08-31,Maine,195400,140,333100,186300,186300,186600,245000,119600,320700,170100,182500,148300
2009-08-31,Maryland,239800,170,439600,255600,255600,267700,348700,157600,482100,195100,220200,170900
2009-08-31,Massachusetts,285100,189,500000,293100,293100,304200,405900,185400,557200,230600,236100,197400
2009-08-31,Michigan,108300,74,189400,104600,104600,103500,184000,58900,206800,77500,121400,70200
2009-08-31,Minnesota,181600,140,296800,177700,177700,182000,232800,112200,301200,149100,150600,118000
2009-08-31,Mississippi,133000,78,205000,127000,127000,127000,216000,72400,247900,NA,NA,NA
2009-08-31,Missouri,141200,101,238000,141700,141700,141700,235800,85000,295700,98600,140700,87200
2009-08-31,Montana,217900,167,326700,213500,213500,215100,246600,153600,293300,176900,194600,166700
2009-08-31,Nebraska,124200,88,197700,120200,120200,120200,188700,70400,165900,87800,120400,71000
2009-08-31,Nevada,153600,97,285400,163900,163900,178300,205900,99500,286700,111300,101400,NA
2009-08-31,NewHampshire,224200,132,325700,210000,210000,223300,292000,138500,341400,168600,166900,118100
2009-08-31,NewJersey,285400,184,512400,305500,305500,309300,397600,190400,529400,234600,251000,212400
2009-08-31,NewMexico,170000,110,350500,194600,194600,194400,248300,136000,346500,146000,NA,NA
2009-08-31,NewYork,141900,139,531500,270200,270200,250200,226800,101700,341000,124800,417500,158500
2009-08-31,NorthCarolina,142600,93,281600,146100,146100,147100,247900,83200,317000,101700,132300,110000
2009-08-31,NorthDakota,NA,122,213900,148400,148400,151600,178900,97200,NA,148300,122000,NA
2009-08-31,Ohio,112400,78,200400,113700,113700,114400,180500,65500,206400,79700,106300,65000
2009-08-31,Oklahoma,95600,62,163100,89200,89200,89700,167100,47500,204900,50000,64100,43700
2009-08-31,Oregon,219900,148,370100,227800,227800,228800,297500,153600,351000,186400,200500,173500
2009-08-31,Pennsylvania,149700,107,276400,152400,152400,158800,266200,75600,274700,118400,116100,111000
2009-08-31,RhodeIsland,230200,164,386900,229600,229600,233700,327700,159000,431000,192200,191400,160000
2009-08-31,SouthCarolina,140200,87,260700,133900,133900,132400,227600,72600,NA,103900,147800,103800
2009-08-31,SouthDakota,140800,115,229000,145300,145300,145100,168000,102800,217500,121300,153900,92800
2009-08-31,Tennessee,126700,79,227500,119100,119100,118200,217500,63400,324800,86700,139200,105300
2009-08-31,Texas,118700,76,241700,133200,133200,133600,198300,NA,NA,NA,NA,NA
2009-08-31,Utah,222800,164,396000,238400,238400,244600,263600,166100,329700,180300,209400,NA
2009-08-31,Vermont,230300,147,324300,219000,219000,221100,293700,NA,350900,184300,187300,156500
2009-08-31,Virginia,202200,138,424200,224000,224000,220900,329700,133900,473600,162600,238900,187500
2009-08-31,Washington,254300,160,439800,256800,256800,260300,336100,160600,404400,213400,225800,193000
2009-08-31,WestVirginia,104100,69,162100,90300,90300,89700,141900,61100,167100,NA,120000,NA
2009-08-31,Wisconsin,151700,105,248600,156000,156000,157300,193600,100300,227500,119600,144300,108700
2009-08-31,Wyoming,NA,155,NA,208200,208200,208900,243500,153600,NA,NA,187700,NA
2009-09-30,Alabama,124100,79,235500,131900,131900,131500,231500,71800,337500,75700,145300,96300
2009-09-30,Alaska,258600,178,363500,254100,254100,263300,334600,191000,428300,184500,180400,145700
2009-09-30,Arizona,166700,107,315200,173400,173400,180900,222600,106400,327800,154000,131000,108300
2009-09-30,Arkansas,125700,67,187300,105800,105800,105300,214400,59900,333000,89200,131500,85800
2009-09-30,California,311400,217,656200,334600,334600,339900,414200,168600,567900,269700,309900,220300
2009-09-30,Colorado,206800,133,385900,211200,211200,220900,291200,125600,362900,155000,150600,135500
2009-09-30,Connecticut,249100,164,463000,255700,255700,270700,373100,164300,619200,189500,177600,140300
2009-09-30,Delaware,203800,139,352100,221300,221300,219900,300100,144700,362700,161900,NA,145700
2009-09-30,DistrictofColumbia,328900,323,696900,345100,345100,357000,529000,220900,1048600,367300,341100,306200
2009-09-30,Florida,152100,97,295100,149800,149800,160100,231800,82600,368700,107000,118500,74400
2009-09-30,Georgia,125000,79,261400,136800,136800,137200,213300,80200,323200,98200,134900,117800
2009-09-30,Hawaii,454900,356,746000,449400,449400,542300,594500,246800,714000,346600,316100,272400
2009-09-30,Idaho,160300,105,291300,172700,172700,172700,204000,119300,250200,138400,179800,140700
2009-09-30,Illinois,164900,134,317500,174200,174200,171200,268200,97800,365800,137500,183900,135400
2009-09-30,Indiana,113600,72,194900,110800,110800,110500,165500,60700,197300,70900,118800,61100
2009-09-30,Iowa,128200,94,182100,116700,116700,116900,155900,85200,NA,97400,112300,85700
2009-09-30,Kansas,124800,NA,NA,121700,121700,121600,NA,65200,NA,70900,NA,60100
2009-09-30,Kentucky,125100,85,208900,121600,121600,121600,200000,75500,243800,100200,116300,76800
2009-09-30,Louisiana,123500,82,240400,NA,NA,NA,NA,79300,315200,NA,NA,NA
2009-09-30,Maine,194400,139,329400,184700,184700,184900,243400,118500,316100,168500,180600,146600
2009-09-30,Maryland,238500,169,438300,254300,254300,266400,347400,156300,480600,194000,219000,169300
2009-09-30,Massachusetts,285700,188,500500,293600,293600,304800,406400,185400,558300,230900,236600,197800
2009-09-30,Michigan,107600,73,188700,103800,103800,102500,183800,57700,206500,76200,120700,69000
2009-09-30,Minnesota,181000,139,295700,177000,177000,181300,231900,111500,300100,148400,150000,116900
2009-09-30,Mississippi,133100,78,205500,126800,126800,126600,218500,71600,248900,NA,NA,NA
2009-09-30,Missouri,141100,101,238200,141500,141500,141600,235400,84700,294500,98200,140300,87200
2009-09-30,Montana,216400,166,324800,212000,212000,213500,244800,153500,290600,177200,194200,167500
2009-09-30,Nebraska,124700,88,197900,120500,120500,120500,189300,70700,166500,87900,120400,71100
2009-09-30,Nevada,149800,94,280400,160400,160400,174800,202000,95600,281300,108200,97200,NA
2009-09-30,NewHampshire,223700,131,325000,209200,209200,222700,291300,137600,339800,167800,166200,115900
2009-09-30,NewJersey,284200,183,511100,304400,304400,308100,396100,189100,527600,233400,249700,211400
2009-09-30,NewMexico,169100,109,346700,192400,192400,192200,246600,133600,344300,144400,NA,NA
2009-09-30,NewYork,141700,139,530200,269400,269400,249400,226200,101700,340000,124400,415900,157700
2009-09-30,NorthCarolina,142400,93,280600,145700,145700,146700,247200,83300,316000,101400,131900,109600
2009-09-30,NorthDakota,NA,123,215800,148500,148500,151500,180900,98500,NA,147900,121900,NA
2009-09-30,Ohio,112200,78,200200,113600,113600,114200,180500,65400,206200,79500,106100,65000
2009-09-30,Oklahoma,95800,62,163100,89300,89300,89600,167000,47400,205000,49900,64100,43800
2009-09-30,Oregon,218900,147,368100,226600,226600,227600,295900,152800,349300,185300,198900,172300
2009-09-30,Pennsylvania,149700,107,275800,152100,152100,158500,266100,75300,274300,118600,116400,110800
2009-09-30,RhodeIsland,230100,163,386900,229200,229200,233400,327000,158500,430300,191800,190600,159100
2009-09-30,SouthCarolina,139900,87,259600,133500,133500,132000,227000,72400,NA,103400,146700,102000
2009-09-30,SouthDakota,140700,115,227900,145000,145000,144800,168100,102700,217300,121000,153000,92800
2009-09-30,Tennessee,126500,79,227000,119000,119000,118000,217000,63400,323500,87100,138800,105100
2009-09-30,Texas,118500,76,241900,133100,133100,133700,198300,NA,NA,NA,NA,NA
2009-09-30,Utah,220500,161,385600,235000,235000,241100,259300,165700,322400,178900,206100,NA
2009-09-30,Vermont,230600,147,324800,219200,219200,221400,293500,NA,352500,184700,187800,157300
2009-09-30,Virginia,201400,138,424000,223100,223100,220000,328900,133200,473200,161700,238500,186700
2009-09-30,Washington,253100,159,437100,255300,255300,259000,334700,159800,402300,212000,224500,191500
2009-09-30,WestVirginia,103700,69,162300,90100,90100,89800,142000,61800,166600,NA,119500,NA
2009-09-30,Wisconsin,151500,104,248600,155800,155800,157400,193100,99900,227100,119400,143800,108500
2009-09-30,Wyoming,NA,154,NA,207300,207300,208000,244200,152300,NA,NA,187400,NA
2009-10-31,Alabama,124200,78,237600,132000,132000,131600,232000,71900,337400,75700,144600,95500
2009-10-31,Alaska,260100,180,367900,256000,256000,265500,336500,193200,431000,184700,180300,142900
2009-10-31,Arizona,163300,105,312300,170700,170700,177900,219300,103200,324300,151500,128300,105600
2009-10-31,Arkansas,125800,67,187300,105800,105800,105400,214100,60000,332500,89000,131600,86200
2009-10-31,California,309900,216,656400,333100,333100,338300,412500,166000,566500,267900,308600,217600
2009-10-31,Colorado,206900,133,384800,211200,211200,221000,291000,125700,362400,155100,150900,135200
2009-10-31,Connecticut,248800,164,462200,255500,255500,270700,372200,164300,618500,189000,177200,140500
2009-10-31,Delaware,204000,140,351500,221100,221100,220000,300600,144600,363300,162200,NA,147000
2009-10-31,DistrictofColumbia,327100,323,697600,344400,344400,355700,529300,219900,1044100,368700,340900,305900
2009-10-31,Florida,150700,96,293700,148600,148600,158600,230300,81100,366600,105400,117100,72500
2009-10-31,Georgia,124400,79,260400,136200,136200,136600,212600,79500,322200,97500,134300,116700
2009-10-31,Hawaii,452800,355,744500,447800,447800,541400,593700,246200,713200,346500,317300,272400
2009-10-31,Idaho,158900,104,287800,170700,170700,170800,201400,117700,247200,136000,175800,136700
2009-10-31,Illinois,164400,133,316800,173500,173500,170500,267500,97300,364800,136900,183400,134600
2009-10-31,Indiana,113400,72,194300,110800,110800,110400,165200,60600,196800,70900,118600,61200
2009-10-31,Iowa,128100,94,182000,117000,117000,117300,155900,85400,NA,97200,112200,85600
2009-10-31,Kansas,124600,NA,NA,121400,121400,121300,NA,64200,NA,70600,NA,59600
2009-10-31,Kentucky,125000,85,208700,121600,121600,121600,199800,75200,243600,100000,116300,76700
2009-10-31,Louisiana,123500,82,237800,NA,NA,NA,NA,79100,314900,NA,NA,NA
2009-10-31,Maine,193200,138,324200,182600,182600,183100,241300,117500,310400,166900,178500,145100
2009-10-31,Maryland,237400,168,437200,253100,253100,265200,346500,155200,479700,192900,218100,167700
2009-10-31,Massachusetts,286000,188,500600,293900,293900,305100,406700,185400,559100,231000,236700,198100
2009-10-31,Michigan,107000,72,188100,103200,103200,101800,184000,56600,206100,75000,120000,68300
2009-10-31,Minnesota,180500,139,294500,176200,176200,180400,231300,110700,298900,147800,149300,115800
2009-10-31,Mississippi,132700,77,205200,126400,126400,126100,219800,70900,249900,NA,NA,NA
2009-10-31,Missouri,141100,100,238500,141500,141500,141500,235300,84500,294200,97900,139600,87000
2009-10-31,Montana,214000,164,321900,209500,209500,210700,241800,151500,287500,175000,192700,164900
2009-10-31,Nebraska,125700,88,199100,121300,121300,121300,190500,71100,167300,88300,120400,71200
2009-10-31,Nevada,146800,92,276400,157400,157400,171900,198800,91700,277300,105400,93500,NA
2009-10-31,NewHampshire,223400,131,324300,208600,208600,222200,290700,136800,337900,167000,165300,114300
2009-10-31,NewJersey,283000,182,509700,303300,303300,306900,394800,188000,525600,232300,248300,210000
2009-10-31,NewMexico,168600,108,343200,190100,190100,189800,245800,132100,342800,143900,NA,NA
2009-10-31,NewYork,141500,139,529700,268900,268900,249000,225600,101900,339100,124300,415200,157300
2009-10-31,NorthCarolina,142400,92,279700,145400,145400,146500,246900,83300,315300,100900,131600,109200
2009-10-31,NorthDakota,NA,124,217000,148900,148900,152400,183100,99100,NA,147300,122300,NA
2009-10-31,Ohio,112100,78,200200,113600,113600,114100,180600,65400,206100,79300,105900,65200
2009-10-31,Oklahoma,95900,63,163200,89500,89500,89700,167000,47400,205100,49900,64100,43600
2009-10-31,Oregon,217900,146,366100,225600,225600,226800,294700,151800,347700,184700,197800,171500
2009-10-31,Pennsylvania,149700,107,275300,151900,151900,158000,265900,75000,273800,118700,116600,110600
2009-10-31,RhodeIsland,229800,163,386700,228800,228800,233200,326500,157900,430400,191800,189700,158500
2009-10-31,SouthCarolina,139600,86,258400,133100,133100,131700,226400,72100,NA,103100,145700,100100
2009-10-31,SouthDakota,141000,115,228900,145200,145200,145200,168200,103200,217900,121600,153200,93000
2009-10-31,Tennessee,126400,79,226800,118800,118800,117800,216700,63600,322900,87100,138700,105000
2009-10-31,Texas,118200,76,241800,132900,132900,133500,198100,NA,NA,NA,NA,NA
2009-10-31,Utah,217800,159,375400,231900,231900,237700,254000,165100,314500,177100,202800,NA
2009-10-31,Vermont,231200,147,325400,219700,219700,222100,293300,NA,353200,185500,188800,158500
2009-10-31,Virginia,200500,138,423900,222100,222100,218900,327900,132500,472700,161000,238400,186200
2009-10-31,Washington,252200,158,434800,254100,254100,258000,333300,159000,400600,210800,223400,189900
2009-10-31,WestVirginia,103400,69,162600,90300,90300,90100,141700,62500,166700,NA,120300,NA
2009-10-31,Wisconsin,151400,104,249100,155800,155800,157200,192900,99800,226700,119100,143400,108200
2009-10-31,Wyoming,NA,154,NA,206000,206000,206800,243900,151300,NA,NA,187200,NA
2009-11-30,Alabama,124400,79,239600,132900,132900,132400,233000,72500,338200,75900,144400,95100
2009-11-30,Alaska,262400,182,373700,257600,257600,267900,340800,194100,436300,185500,181400,140900
2009-11-30,Arizona,160600,104,309600,168200,168200,175500,216400,100300,320300,149600,125900,102700
2009-11-30,Arkansas,125900,67,187400,105700,105700,105400,213700,60000,332000,88900,131500,86700
2009-11-30,California,308600,215,656600,331500,331500,336900,411100,163800,565100,265500,307000,214900
