Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2016-03-31,Maryland,236300,167,449400,256200,256200,266600,363200,140000,490000,180700,216500,155100
2016-03-31,Massachusetts,331500,216,613700,345700,345700,353500,473000,204300,666800,264900,297500,249900
2016-03-31,Michigan,139700,93,235600,122400,122400,120000,256400,56300,264800,98800,163500,84500
2016-03-31,Minnesota,201600,153,324100,189700,189700,195100,260300,115600,336100,161200,158500,123400
2016-03-31,Mississippi,115900,69,193100,110100,110100,110100,208900,62600,239400,NA,NA,NA
2016-03-31,Missouri,138600,97,249500,132700,132700,133700,253000,70000,298500,85700,121900,71800
2016-03-31,Montana,199800,151,301000,189000,189000,190900,223800,133500,268900,153400,173300,133300
2016-03-31,Nebraska,143200,102,239800,138700,138700,138700,227400,78900,201000,99800,139500,80300
2016-03-31,Nevada,204700,123,348100,214100,214100,232000,269000,126000,360600,140800,117700,NA
2016-03-31,NewHampshire,242900,139,357100,226700,226700,243000,320800,138200,358900,174400,171600,108900
2016-03-31,NewJersey,265900,173,524200,288300,288300,292500,381200,161300,518000,214100,226700,177600
2016-03-31,NewMexico,146900,91,286100,163800,163800,164400,218100,108000,289300,115700,NA,NA
2016-03-31,NewYork,146000,135,614600,267000,267000,241800,232300,108200,341500,124700,605500,142500
2016-03-31,NorthCarolina,146000,95,291000,149100,149100,150500,260600,81500,329400,95700,129300,101000
2016-03-31,NorthDakota,216500,177,304700,202100,202100,209600,263700,128300,321400,185900,163400,NA
2016-03-31,Ohio,117700,81,222500,119200,119200,120600,199100,63200,228300,78900,104400,65600
2016-03-31,Oklahoma,115900,75,197800,110500,110500,111000,200800,57900,263900,60700,69800,53800
2016-03-31,Oregon,265900,176,448800,271600,271600,276800,366200,168400,418700,224000,200500,198700
2016-03-31,Pennsylvania,151900,109,283300,152300,152300,157200,276200,77100,286400,121400,122300,107300
2016-03-31,RhodeIsland,236400,167,405000,235400,235400,238700,340900,160500,452100,192800,182100,157500
2016-03-31,SouthCarolina,145500,88,260200,134100,134100,134200,233200,72500,NA,96500,129100,84900
2016-03-31,SouthDakota,169100,135,267400,167000,167000,167100,201600,118300,268600,146400,146800,110400
2016-03-31,Tennessee,141800,84,249600,128600,128600,127500,244000,65600,365100,95100,148200,118200
2016-03-31,Texas,144400,88,300500,154800,154800,155200,246600,NA,NA,NA,NA,NA
2016-03-31,Utah,214500,154,369900,226800,226800,234000,250100,154800,311800,166400,187500,NA
2016-03-31,Vermont,232100,150,311700,206200,206200,207500,305800,NA,373500,189300,184400,166000
2016-03-31,Virginia,207600,139,478300,232700,232700,222500,353200,125100,516300,159100,281900,199800
2016-03-31,Washington,294900,178,548400,294900,294900,298000,400200,167500,491400,236100,267500,209600
2016-03-31,WestVirginia,110200,73,168100,97500,97500,97500,151400,63000,177600,NA,111400,NA
2016-03-31,Wisconsin,152400,103,258500,153800,153800,155300,201100,93400,235400,112500,137600,95500
2016-03-31,Wyoming,205800,147,293900,192600,192600,193200,226900,136500,272600,155800,182300,NA
2016-04-30,Alabama,123800,74,238400,121300,121300,120800,237600,61300,338600,71100,141900,93700
2016-04-30,Alaska,275900,183,388800,265700,265700,278700,354200,176300,463800,189200,183900,128500
2016-04-30,Arizona,196800,124,361300,206500,206500,217000,264000,127700,389700,165000,138500,102300
2016-04-30,Arkansas,132000,72,200200,112100,112100,111900,229200,60900,349700,82500,127200,84800
2016-04-30,California,438400,304,885700,462300,462300,469600,554900,244100,730700,388700,427600,317100
2016-04-30,Colorado,297700,189,507300,301200,301200,314000,399700,178700,462900,236400,230500,185100
2016-04-30,Connecticut,231900,150,443000,238200,238200,254300,356500,144300,570600,168000,152800,118100
2016-04-30,Delaware,200500,136,339900,209500,209500,209000,310900,130000,372300,154100,NA,129000
2016-04-30,DistrictofColumbia,545700,467,913200,505900,505900,545700,800100,280000,1360500,506500,494700,368700
2016-04-30,Florida,189800,120,365600,187000,187000,199600,286000,95600,439000,137000,151500,96900
2016-04-30,Georgia,135400,83,291600,145900,145900,145600,241400,75800,363300,96100,148800,126900
2016-04-30,Hawaii,572700,440,909900,560000,560000,666500,734600,301100,863700,422000,397200,337300
2016-04-30,Idaho,167000,109,293300,172900,172900,172800,211200,116700,251900,135200,172700,127100
2016-04-30,Illinois,158100,124,314400,159600,159600,159900,262500,79300,356800,121200,158400,114600
2016-04-30,Indiana,119900,76,206700,116900,116900,116700,175500,62800,209500,73200,121200,66000
2016-04-30,Iowa,143900,105,219500,123300,123300,124100,187800,78400,229900,99000,115700,84400
2016-04-30,Kansas,124600,NA,NA,120000,120000,120200,NA,58900,NA,66000,NA,52400
2016-04-30,Kentucky,130600,91,228300,127100,127100,127200,214800,79500,257500,102700,122800,93000
2016-04-30,Louisiana,134000,91,244200,NA,NA,NA,NA,83700,366800,NA,NA,63600
2016-04-30,Maine,221900,154,355200,197100,197100,196100,270300,114000,347700,189900,205900,160000
2016-04-30,Maryland,237800,168,451700,257900,257900,268600,364600,140400,491800,181400,218100,155500
2016-04-30,Massachusetts,332600,217,616100,347300,347300,355200,474700,205000,668600,266000,299000,251200
2016-04-30,Michigan,140800,94,236800,123200,123200,120700,257800,56700,266200,99600,164300,84900
2016-04-30,Minnesota,203100,155,325400,191000,191000,196400,262100,116400,337900,162000,159400,123800
2016-04-30,Mississippi,116100,68,193100,110000,110000,109900,209300,62300,239400,NA,NA,NA
2016-04-30,Missouri,139100,98,250800,133500,133500,134400,254700,70300,300600,86200,122400,72100
2016-04-30,Montana,200100,152,301700,189200,189200,191200,224100,133000,269100,153100,173500,132000
2016-04-30,Nebraska,143800,103,240600,139500,139500,139500,228600,79200,201300,100300,139900,80900
2016-04-30,Nevada,206500,123,350100,215800,215800,233500,271000,127100,362300,141700,118400,NA
2016-04-30,NewHampshire,243900,140,358900,228200,228200,244300,322400,139000,360400,175800,172600,109100
2016-04-30,NewJersey,267200,174,526100,289600,289600,293900,382200,161600,520100,214800,226700,178500
2016-04-30,NewMexico,147100,91,286400,164100,164100,164600,218500,108200,290700,115600,NA,NA
2016-04-30,NewYork,146300,135,617500,267200,267200,242200,232700,108300,342100,125000,607500,142900
2016-04-30,NorthCarolina,146500,95,292300,149800,149800,151100,261400,81700,330800,96000,129900,101500
2016-04-30,NorthDakota,217300,177,304300,202900,202900,209700,264400,128100,321800,185600,164100,NA
2016-04-30,Ohio,118000,81,223300,119700,119700,121000,199800,63400,228700,79000,104900,65800
2016-04-30,Oklahoma,116400,75,198200,111000,111000,111400,201700,58300,265300,61200,69900,54200
2016-04-30,Oregon,268800,177,453800,274600,274600,279800,370000,169700,422700,226700,203800,201000
2016-04-30,Pennsylvania,152100,110,284100,152600,152600,157500,276700,77400,287300,121500,122500,107400
2016-04-30,RhodeIsland,236700,168,406000,236200,236200,239200,342300,161000,454000,193700,183300,158600
2016-04-30,SouthCarolina,145800,89,271600,134400,134400,134400,241700,72600,NA,100100,134700,88900
2016-04-30,SouthDakota,168000,134,264800,166300,166300,166300,199600,117100,265500,145000,147800,109000
2016-04-30,Tennessee,142300,84,250500,129200,129200,127900,244500,65600,365600,95400,148700,120000
2016-04-30,Texas,145400,89,301700,155800,155800,156200,247500,NA,NA,NA,NA,NA
2016-04-30,Utah,215800,155,371600,228200,228200,235800,251500,155600,313600,167300,189000,NA
2016-04-30,Vermont,232400,150,312500,206800,206800,207900,305500,NA,374900,190700,185100,167900
2016-04-30,Virginia,207900,139,479400,233400,233400,223200,353900,125500,517500,159300,282400,199500
2016-04-30,Washington,298100,179,555500,298000,298000,301100,403800,169000,497000,238800,271200,212200
2016-04-30,WestVirginia,110400,73,168600,98000,98000,98000,151700,62600,178000,NA,111400,NA
2016-04-30,Wisconsin,153100,103,259600,154100,154100,155600,202000,93800,236300,112800,137600,95700
2016-04-30,Wyoming,205200,147,290300,192400,192400,192900,226000,136700,271300,154800,182500,NA
2016-05-31,Alabama,123700,74,238800,121400,121400,121000,238100,61600,339700,71300,142600,93700
2016-05-31,Alaska,276200,183,388800,266200,266200,278600,353400,176400,463400,189700,184200,128300
2016-05-31,Arizona,198300,125,362100,207500,207500,218000,265000,128600,389600,165700,139300,102800
2016-05-31,Arkansas,132500,72,200400,112300,112300,112000,229700,60900,350800,82900,127000,84000
2016-05-31,California,440200,306,887500,464200,464200,471800,557200,245900,733300,390700,429200,318800
2016-05-31,Colorado,300400,190,510000,303400,303400,316500,402100,180000,465000,238500,232100,186900
2016-05-31,Connecticut,232200,151,443600,238700,238700,254800,356900,144500,569600,168300,153200,118700
2016-05-31,Delaware,201500,136,341800,210400,210400,209800,311800,130800,373000,155500,NA,129400
2016-05-31,DistrictofColumbia,546000,469,917200,508500,508500,549000,804700,281800,1378200,510200,496400,369200
2016-05-31,Florida,191100,121,367300,188400,188400,201400,287500,96900,440800,138300,152300,98000
2016-05-31,Georgia,135900,84,293300,146600,146600,146100,242300,76000,364500,96800,149800,127300
2016-05-31,Hawaii,576500,443,915600,562700,562700,671600,739800,302400,866900,424000,398900,339400
2016-05-31,Idaho,168400,110,294900,174200,174200,174100,212700,117300,253900,136600,173700,128000
2016-05-31,Illinois,158800,124,315500,160200,160200,160600,262800,79500,357300,121600,159000,115400
2016-05-31,Indiana,120000,76,206700,116900,116900,116600,175500,62800,209300,73300,120900,65600
2016-05-31,Iowa,144600,105,220300,123800,123800,124500,188700,78400,230500,99600,116800,85700
2016-05-31,Kansas,125000,NA,NA,120300,120300,120300,NA,58700,NA,66000,NA,52100
2016-05-31,Kentucky,131200,92,229400,127600,127600,127800,215400,79800,258700,103200,123800,93700
2016-05-31,Louisiana,134400,91,245300,NA,NA,NA,NA,84400,368500,NA,NA,64100
2016-05-31,Maine,222400,155,357100,198400,198400,197500,271400,114100,349200,191200,209000,162000
2016-05-31,Maryland,239200,170,453400,259300,259300,270200,366000,140900,493400,182400,219400,155900
2016-05-31,Massachusetts,334100,218,619000,349000,349000,356900,476600,206400,670500,267300,300600,252400
2016-05-31,Michigan,141800,95,238000,124000,124000,121400,259000,57100,267200,100100,165100,85100
2016-05-31,Minnesota,204600,156,327000,192400,192400,197700,263700,117000,339600,162700,160200,124400
2016-05-31,Mississippi,116300,69,193400,109900,109900,109900,209800,62000,240000,NA,NA,NA
2016-05-31,Missouri,139900,99,252500,134500,134500,135100,256500,70500,302900,87000,122800,72500
2016-05-31,Montana,200100,152,302300,189200,189200,191300,224100,132600,269200,153100,174100,131100
2016-05-31,Nebraska,144100,103,240600,139900,139900,139800,229100,79500,201600,100800,140200,81700
2016-05-31,Nevada,207600,124,352200,217000,217000,235100,272400,127900,363900,142200,118600,NA
2016-05-31,NewHampshire,244800,140,360600,229500,229500,245300,323700,139900,362000,177100,173600,110000
2016-05-31,NewJersey,267900,174,527000,290400,290400,294900,382900,161600,521100,215100,226600,179400
2016-05-31,NewMexico,147200,91,285400,164200,164200,164800,219000,108700,291500,115700,NA,NA
2016-05-31,NewYork,146600,136,620100,267500,267500,242600,232900,108500,342500,125000,609400,143200
2016-05-31,NorthCarolina,147300,96,293600,150500,150500,152000,262400,82200,332600,96500,130600,102100
2016-05-31,NorthDakota,218800,178,305400,203700,203700,210100,265400,127900,321500,185700,165300,NA
2016-05-31,Ohio,118400,82,224000,120400,120400,121400,200600,63500,229300,79200,105300,66000
2016-05-31,Oklahoma,116800,76,198800,111300,111300,111900,202600,58600,266800,61400,70300,54100
2016-05-31,Oregon,271600,179,458700,277500,277500,282900,373600,171200,426500,229300,207700,203500
2016-05-31,Pennsylvania,152400,110,284800,152700,152700,157700,276900,77400,287700,121600,122300,107500
2016-05-31,RhodeIsland,236600,168,406100,236500,236500,239400,344300,161300,455000,194500,184100,159800
2016-05-31,SouthCarolina,144500,88,275700,132900,132900,133200,245000,72500,NA,101800,136800,89700
2016-05-31,SouthDakota,166400,134,261600,165400,165400,165500,197500,115400,262300,143200,148700,107200
2016-05-31,Tennessee,143100,84,251400,129700,129700,128600,245500,65800,367000,95800,149500,120800
2016-05-31,Texas,146100,89,302800,156700,156700,157000,247900,NA,NA,NA,NA,NA
2016-05-31,Utah,217200,157,373000,229500,229500,237600,252900,156300,315400,168200,190500,NA
2016-05-31,Vermont,234300,152,314100,207600,207600,208400,306300,NA,377400,193200,187200,168900
2016-05-31,Virginia,208300,139,479800,233900,233900,223900,354400,125700,518200,159700,282900,199100
2016-05-31,Washington,300100,181,559000,300800,300800,304000,405800,171300,498900,241000,273400,214300
2016-05-31,WestVirginia,110900,72,169100,98400,98400,98500,152500,62700,178400,NA,111200,NA
2016-05-31,Wisconsin,154000,104,261200,154800,154800,156200,203500,94400,238200,113500,138300,96800
2016-05-31,Wyoming,205500,148,288900,192500,192500,193000,226000,136800,271100,155100,182700,NA
2016-06-30,Alabama,123800,74,239400,121600,121600,121100,238500,61700,341000,71400,143200,93300
2016-06-30,Alaska,276400,182,387800,266000,266000,278500,352700,176500,461800,189900,184200,128400
2016-06-30,Arizona,200000,125,363100,209000,209000,219500,266200,129900,388900,166800,140500,103300
2016-06-30,Arkansas,133000,72,200600,112400,112400,112200,230200,61000,352000,83400,127400,83900
2016-06-30,California,442200,307,887800,467100,467100,474900,560100,247700,734800,393000,430400,320600
2016-06-30,Colorado,302900,191,512400,305500,305500,318800,404200,181400,467100,240500,233400,188800
2016-06-30,Connecticut,232400,151,443100,238900,238900,255200,357300,144600,568700,168700,153700,119200
2016-06-30,Delaware,202800,136,343800,211600,211600,210900,312300,132000,374300,156500,NA,130000
2016-06-30,DistrictofColumbia,548800,472,922400,511700,511700,553400,810100,283400,1396200,513300,498900,369900
2016-06-30,Florida,193000,122,369300,190200,190200,203500,289100,98300,442600,140000,153600,99300
2016-06-30,Georgia,136300,84,294600,147200,147200,146700,243100,76300,365200,97400,150700,127800
2016-06-30,Hawaii,581200,448,924700,566900,566900,677700,745400,304200,871500,426500,401900,342200
2016-06-30,Idaho,169800,110,297000,175300,175300,175300,214500,118000,255800,137700,174500,129400
2016-06-30,Illinois,159400,125,316000,161000,161000,161500,263400,79800,357300,122300,160100,116800
2016-06-30,Indiana,119900,76,206500,117100,117100,116600,175400,62700,209300,73300,120500,65200
2016-06-30,Iowa,144700,106,220600,124000,124000,124600,188900,78300,230400,99900,117900,86900
2016-06-30,Kansas,125100,NA,NA,120200,120200,120200,NA,58700,NA,66100,NA,52000
2016-06-30,Kentucky,131500,92,230400,128100,128100,128300,215700,79800,259800,103700,124300,94400
2016-06-30,Louisiana,134800,91,246000,NA,NA,NA,NA,84900,369500,NA,NA,65100
2016-06-30,Maine,222100,155,357200,199100,199100,198100,271500,114100,349100,191500,210000,163400
2016-06-30,Maryland,240100,171,454000,260000,260000,271200,367000,141400,494100,182900,220200,156400
2016-06-30,Massachusetts,335800,219,620700,350800,350800,358700,478700,207600,672800,268900,302500,254000
2016-06-30,Michigan,142500,96,239000,124800,124800,122100,260600,57800,268800,101000,165900,85600
2016-06-30,Minnesota,205800,157,328900,193600,193600,198800,265200,117400,340900,163500,161200,125300
2016-06-30,Mississippi,116300,69,193800,110000,110000,110000,210300,62000,240500,NA,NA,NA
2016-06-30,Missouri,140800,99,254400,135300,135300,136100,258400,70700,304400,87800,123300,72600
2016-06-30,Montana,200400,151,302900,189700,189700,191600,224000,132600,268900,153100,174700,131200
2016-06-30,Nebraska,144200,103,240000,140100,140100,139900,229100,79700,201700,101400,140500,82500
2016-06-30,Nevada,210200,125,355000,218900,218900,237400,273600,129100,367200,143200,119500,NA
2016-06-30,NewHampshire,245800,140,361600,230100,230100,246300,324800,140700,363400,177800,174400,111000
2016-06-30,NewJersey,268300,174,527000,291000,291000,295400,383400,161800,521300,215300,226300,180000
2016-06-30,NewMexico,147300,91,285300,164900,164900,165300,219500,109300,291900,115900,NA,NA
2016-06-30,NewYork,146800,136,622900,268200,268200,242700,233000,108800,343500,125100,612600,143200
2016-06-30,NorthCarolina,148100,96,294600,151200,151200,152700,263300,82500,334000,97200,131300,102900
2016-06-30,NorthDakota,220000,178,306700,204200,204200,210500,265200,128000,319600,186000,166000,NA
2016-06-30,Ohio,118700,82,224600,120600,120600,121700,201200,63700,230000,79500,105800,66100
2016-06-30,Oklahoma,117000,76,199100,111500,111500,112300,202800,58600,267500,61400,70900,53800
2016-06-30,Oregon,274400,181,463200,280400,280400,286100,377300,172500,430400,231900,211500,206200
